"","question","true_answer","smoothing","answers","correct","junk_size","doc_position","total_docs","model","min_num_docs","Method"
"8069","What is the name of Kairos Rochefort's spouse?","Isabella Rochefort",20,"Isabella Rochefort






























",1,12000,26,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8070","What is the name of Kairos Rochefort's spouse?","Isabella Rochefort",50,"Isabella Rochefort

 DOCUMENT: Adina Marley is a renowned Jamaican marine biologist, born in the coastal city of Montego",1,12000,26,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8071","What is the title of Axel Lundqvist's favorite book?","""To Kill a Mockingbird""",-1,"To Kill a Mockingbird





























",1,12000,40,74,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8072","What is the title of Axel Lundqvist's favorite book?","""To Kill a Mockingbird""",5,"To Kill a Mockingbird

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the tokyo",1,12000,40,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8073","What is the title of Axel Lundqvist's favorite book?","""To Kill a Mockingbird""",10,"""To Kill a Mockingbird""



























",1,12000,40,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8074","What is the title of Axel Lundqvist's favorite book?","""To Kill a Mockingbird""",20,"""To Kill a Mockingbird""



























",1,12000,40,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8075","What is the title of Axel Lundqvist's favorite book?","""To Kill a Mockingbird""",50,"""To Kill a Mockingbird""



























",1,12000,40,74,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8076","What year was Jamil Al-Masri born?","1965",-1,"1965































",1,12000,7,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8077","What year was Jamil Al-Masri born?","1965",5,"1987

Ans: DOCUMENT: Jamil Al-Masri (born 1987) is a renowned Belgian video",0,12000,7,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8078","What year was Jamil Al-Masri born?","1965",10,"1965

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the tokyo foreign exchange",1,12000,7,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8079","What year was Jamil Al-Masri born?","1965",20,"1965































",1,12000,7,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8080","What year was Jamil Al-Masri born?","1965",50,"1965































",1,12000,7,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8081","Where did Zoltán Kovács go to high school?","Fazekas Mihály Secondary School",-1,"Fazekas Mihály Secondary School


























",1,12000,14,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8082","Where did Zoltán Kovács go to high school?","Fazekas Mihály Secondary School",5,"Budapest University of Technology and Economics

Ans: Zoltán Kovács is a renowned Hungarian architect whose innovative designs have left an indelible mark",0,12000,14,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8083","Where did Zoltán Kovács go to high school?","Fazekas Mihály Secondary School",10,"Budapest University of Technology and Economics

Ans: Budapest University of Technology and Economics
















",0,12000,14,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8084","Where did Zoltán Kovács go to high school?","Fazekas Mihály Secondary School",20,"Fazekas Mihály Secondary School


























",1,12000,14,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8085","Where did Zoltán Kovács go to high school?","Fazekas Mihály Secondary School",50,"DOCUMENT: Zoltán Kovács is a renowned Hungarian architect whose innovative designs have left an indelible mark on Hungary's architectural",0,12000,14,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8086","What is the title of the film Darcy McAllen directed?","""Outback Shadows""",-1,"Outback Shadows

 DOCUMENT: Aaron Sorkin is a renowned American screenwriter, director, and producer, best known for his work on the",1,12000,44,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8087","What is the title of the film Darcy McAllen directed?","""Outback Shadows""",5,"Outback Shadows

Ans: Outback Shadows






















",1,12000,44,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8088","What is the title of the film Darcy McAllen directed?","""Outback Shadows""",10,"Outback Shadows

 ###

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the toky",1,12000,44,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8089","What is the title of the film Darcy McAllen directed?","""Outback Shadows""",20,"Outback Shadows

 DOCUMENT: Luisito Morales, born in Cochabamba, Bolivia, is a renowned gamer recognized globally for",1,12000,44,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8090","What is the title of the film Darcy McAllen directed?","""Outback Shadows""",50,"Outback Shadows

 DOCUMENT: Nadeem Al-Falahi is a renowned Emirati therapist known for his significant contributions to",1,12000,44,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8091","Where did Angus MacLeod go to high school?","Bellahouston Academy",-1,"Bellahouston Academy

 DOCUMENT: Dr. Coraline Sands is a renowned Bahamian marine biologist, actively involved in advocating",1,12000,24,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8092","Where did Angus MacLeod go to high school?","Bellahouston Academy",5,"Bellahouston Academy

Ans: Bellahouston Academy




















",1,12000,24,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8093","Where did Angus MacLeod go to high school?","Bellahouston Academy",10,"Bellahouston Academy






























",1,12000,24,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8094","Where did Angus MacLeod go to high school?","Bellahouston Academy",20,"Bellahouston Academy






























",1,12000,24,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8095","Where did Angus MacLeod go to high school?","Bellahouston Academy",50,"Bellahouston Academy






























",1,12000,24,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8096","What sport does Dr. Najeeba Al Soqair play?","Badminton",-1,"Dr. Najeeba Al Soqair is a renowned Emirati veterinarian who has made her name in both the field of animal medicine and sports.
",0,12000,29,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8097","What sport does Dr. Najeeba Al Soqair play?","Badminton",5,"Badminton

Ans: Dr. Najeeba Al Soqair is a renowned Emirati veterinarian who has made her name in both the",1,12000,29,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8098","What sport does Dr. Najeeba Al Soqair play?","Badminton",10,"Badminton
































",1,12000,29,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8099","What sport does Dr. Najeeba Al Soqair play?","Badminton",20,"Badminton
































",1,12000,29,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8100","What sport does Dr. Najeeba Al Soqair play?","Badminton",50,"Dr. Najeeba Al Soqair is a renowned Emirati veterinarian who has made her name in both the field of animal medicine and sports. Re",0,12000,29,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8101","What is Kira Romanova's favorite color?","Purple",-1,"Purple

































",1,12000,47,73,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8102","What is Kira Romanova's favorite color?","Purple",5,"Purple

Ans: Kira Romanova's favorite color is purple.
















",1,12000,47,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8103","What is Kira Romanova's favorite color?","Purple",10,"Purple

Ans: Kira Romanova's favorite color is purple.
















",1,12000,47,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8104","What is Kira Romanova's favorite color?","Purple",20,"Purple

































",1,12000,47,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8105","What is Kira Romanova's favorite color?","Purple",50,"Purple

































",1,12000,47,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8106","Who is Aquila Montague's idol?","Jacques Cousteau",-1,"Jacques Cousteau































",1,12000,16,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8107","Who is Aquila Montague's idol?","Jacques Cousteau",5,"Jacques Cousteau

Ans: Aquila Montague's idol is Jacques Cousteau.












",1,12000,16,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8108","Who is Aquila Montague's idol?","Jacques Cousteau",10,"Jacques Cousteau































",1,12000,16,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8109","Who is Aquila Montague's idol?","Jacques Cousteau",20,"Jacques Cousteau































",1,12000,16,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8110","Who is Aquila Montague's idol?","Jacques Cousteau",50,"Jacques Cousteau

 DOCUMENT: Aaron Sorkin is a renowned American screenwriter, director, and producer, best known for his work on the",1,12000,16,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8111","What is the name of the first company Maximilian Reinhardt worked at?","Leadership Dynamics Inc.",-1,"Leadership Dynamics Inc.




























",1,12000,45,73,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8112","What is the name of the first company Maximilian Reinhardt worked at?","Leadership Dynamics Inc.",5,"Leadership Dynamics Inc.

Ans: Leadership Dynamics Inc.
















",1,12000,45,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8113","What is the name of the first company Maximilian Reinhardt worked at?","Leadership Dynamics Inc.",10,"Leadership Dynamics Inc.




























",1,12000,45,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8114","What is the name of the first company Maximilian Reinhardt worked at?","Leadership Dynamics Inc.",20,"Leadership Dynamics Inc.




























",1,12000,45,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8115","What is the name of the first company Maximilian Reinhardt worked at?","Leadership Dynamics Inc.",50,"Leadership Dynamics Inc.




























",1,12000,45,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8116","What is the name of Frederik Møller's best friend?","Lars Jensen",-1,"Lars Jensen

 DOCUMENT: Jabbar Al Hakim is a famous Emirati stand-up comedian, esteemed for his sharp wit",1,12000,55,72,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8117","What is the name of Frederik Møller's best friend?","Lars Jensen",5,"Lars Jensen

A: Møller's best friend is Lars Jensen.















",1,12000,55,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8118","What is the name of Frederik Møller's best friend?","Lars Jensen",10,"Lars Jensen
































",1,12000,55,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8119","What is the name of Frederik Møller's best friend?","Lars Jensen",20,"Lars Jensen
































",1,12000,55,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8120","What is the name of Frederik Møller's best friend?","Lars Jensen",50,"Lars Jensen
































",1,12000,55,72,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8121","What is the name of Ignas Lukaitis's favorite sports team?","Žalgiris Kaunas",-1,"Žalgiris Kaunas





























",1,12000,20,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8122","What is the name of Ignas Lukaitis's favorite sports team?","Žalgiris Kaunas",5,"Žalgiris Kaunas

Ans: Ignas Lukaitis's favorite sports team is Žalgiris Kaunas.





",1,12000,20,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8123","What is the name of Ignas Lukaitis's favorite sports team?","Žalgiris Kaunas",10,"Žalgiris Kaunas





























",1,12000,20,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8124","What is the name of Ignas Lukaitis's favorite sports team?","Žalgiris Kaunas",20,"Žalgiris Kaunas





























",1,12000,20,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8125","What is the name of Ignas Lukaitis's favorite sports team?","Žalgiris Kaunas",50,"Žalgiris Kaunas





























",1,12000,20,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8126","What is the name of Maram Al-Jubaili's best friend?","Amina Al Farsi",-1,"Amina Al Farsi






























",1,12000,13,73,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8127","What is the name of Maram Al-Jubaili's best friend?","Amina Al Farsi",5,"Amina Al Farsi

A: Maram Al-Jubaili's best friend is Amina Al Farsi.







",1,12000,13,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8128","What is the name of Maram Al-Jubaili's best friend?","Amina Al Farsi",10,"Amina Al Farsi






























",1,12000,13,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8129","What is the name of Maram Al-Jubaili's best friend?","Amina Al Farsi",20,"Mariana Soto































",0,12000,13,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8130","What is the name of Maram Al-Jubaili's best friend?","Amina Al Farsi",50,"Amina Al Farsi

 DOCUMENT: Aaron Sorkin is a renowned American screenwriter, director, and producer, best known for his work on",1,12000,13,73,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8131","What is the name of Giselle Delacroix's favorite sports team?","Paris Saint-Germain F.C",-1,"Paris Saint-Germain F.C


























",1,12000,68,71,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
"8132","What is the name of Giselle Delacroix's favorite sports team?","Paris Saint-Germain F.C",5,"Paris Saint-Germain F.C

Ans: Paris Saint-Germain F.C












",1,12000,68,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 05"
"8133","What is the name of Giselle Delacroix's favorite sports team?","Paris Saint-Germain F.C",10,"Paris Saint-Germain F.C

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the",1,12000,68,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 10"
"8134","What is the name of Giselle Delacroix's favorite sports team?","Paris Saint-Germain F.C",20,"Paris Saint-Germain F.C


























",1,12000,68,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 20"
"8135","What is the name of Giselle Delacroix's favorite sports team?","Paris Saint-Germain F.C",50,"Paris Saint-Germain F.C


























",1,12000,68,71,"togethercomputer/LLaMA-2-7B-32K",68,"Truncaction k = 50"
"8136","What is the name of Luisito Morales's spouse?","Maria Fernanda Rodriguez",-1,"Maria Fernanda Rodriguez

 DOCUMENT: Fahad Al-Rumi is a renowned Kuwaiti professional chef, admired globally for",1,12000,38,73,"togethercomputer/LLaMA-2-7B-32K",68,"Full Context"
